,OR,conc,Firefly,Renilla,Normalized,Project,Plate,Row,Column,Renilla_bgnorm,Firefly_bgnorm,Background_Subtracted,Background_Divided,plate-type,exp datetime
160,AR_101,6,237.535,2788.76,0.0851762,EXP_025_50_01 Secondary Screen/map1,sPREP795,F,5,0.947227,0.677313,-0.0137066,0.861385,sample,2023-01-18 15:16:25
161,AR_101,6,146.599,1780.97,0.0823145,EXP_025_50_01 Secondary Screen/map1,sPREP795,F,6,0.0400095,-0.14526,-0.0178421,0.821858,sample,2023-01-18 15:16:25
162,AR_74,6,1738.61,2295.45,0.757417,EXP_025_50_01 Secondary Screen/map1,sPREP795,F,7,0.529604,2.88032,0.458847,2.53681,sample,2023-01-18 15:16:25
163,AR_74,6,1722.42,3272.1,0.526396,EXP_025_50_01 Secondary Screen/map1,sPREP795,F,8,0.368295,2.18824,0.300483,2.33008,sample,2023-01-18 15:16:25
164,AR_74,6,1762.28,4160.31,0.423594,EXP_025_50_01 Secondary Screen/map1,sPREP795,F,9,1.11417,1.92482,0.117405,1.38344,sample,2023-01-18 15:16:25
165,Rho-pCI,6,358.368,3087.73,0.116062,EXP_025_50_01 Secondary Screen/map1,sPREP795,F,10,-0.0609929,-0.160498,-0.0137566,0.894032,sample,2023-01-18 15:16:25
166,Rho-pCI,6,399.477,2813.67,0.141977,EXP_025_50_01 Secondary Screen/map1,sPREP795,F,11,-0.0775936,-0.148666,-0.0118527,0.922949,sample,2023-01-18 15:16:25
167,Rho-pCI,6,287.363,4945.13,0.0581104,EXP_025_50_01 Secondary Screen/map1,sPREP795,F,12,0.675209,-0.379354,-0.0987378,0.370488,sample,2023-01-18 15:16:25
168,AR_53,7,171.513,2932.01,0.0584968,EXP_025_50_01 Secondary Screen/map1,sPREP795,G,1,0.206597,-0.233743,-0.033616,0.635056,sample,2023-01-18 15:16:25
169,AR_53,7,191.445,2986.83,0.0640963,EXP_025_50_01 Secondary Screen/map1,sPREP795,G,2,0.48493,-0.110027,-0.0428492,0.599336,sample,2023-01-18 15:16:25
170,AR_53,7,195.182,2528.4,0.0771958,EXP_025_50_01 Secondary Screen/map1,sPREP795,G,3,0.21707,0.00642325,-0.0161572,0.826923,sample,2023-01-18 15:16:25
171,AR_101,7,159.056,2527.15,0.062939,EXP_025_50_01 Secondary Screen/map1,sPREP795,G,4,0.179686,-0.00777094,-0.0118908,0.841096,sample,2023-01-18 15:16:25
172,AR_101,7,149.091,2601.9,0.0573008,EXP_025_50_01 Secondary Screen/map1,sPREP795,G,5,0.634749,-0.259765,-0.0692434,0.452813,sample,2023-01-18 15:16:25
173,AR_101,7,151.582,2027.62,0.0747587,EXP_025_50_01 Secondary Screen/map1,sPREP795,G,6,0.593143,-0.0394681,-0.0492365,0.602916,sample,2023-01-18 15:16:25
174,AR_74,7,1232.85,1823.32,0.676158,EXP_025_50_01 Secondary Screen/map1,sPREP795,G,7,-0.213364,1.07619,0.419972,2.63933,sample,2023-01-18 15:16:25
175,AR_74,7,992.432,2118.56,0.468447,EXP_025_50_01 Secondary Screen/map1,sPREP795,G,8,-0.0539588,0.930497,0.238884,2.04061,sample,2023-01-18 15:16:25
176,AR_74,7,1273.96,2032.6,0.626764,EXP_025_50_01 Secondary Screen/map1,sPREP795,G,9,-0.131938,1.76638,0.430092,3.18685,sample,2023-01-18 15:16:25
177,Rho-pCI,7,299.82,4213.87,0.0711508,EXP_025_50_01 Secondary Screen/map1,sPREP795,G,10,0.61799,-0.291447,-0.091323,0.437922,sample,2023-01-18 15:16:25
178,Rho-pCI,7,364.597,3740.49,0.0974729,EXP_025_50_01 Secondary Screen/map1,sPREP795,G,11,-0.0234174,-0.112229,-0.00975104,0.909059,sample,2023-01-18 15:16:25
179,Rho-pCI,7,273.661,3816.48,0.071705,EXP_025_50_01 Secondary Screen/map1,sPREP795,G,12,-0.366972,-0.382362,-0.00178668,0.975689,sample,2023-01-18 15:16:25
180,AR_53,8,181.479,3057.83,0.0593489,EXP_025_50_01 Secondary Screen/map1,sPREP795,H,1,0.539298,-0.125987,-0.0451754,0.5678,sample,2023-01-18 15:16:25
181,AR_53,8,203.902,2207,0.0923885,EXP_025_50_01 Secondary Screen/map1,sPREP795,H,2,0.192506,-0.21186,-0.0474011,0.660911,sample,2023-01-18 15:16:25
182,AR_53,8,162.794,2767.58,0.0588217,EXP_025_50_01 Secondary Screen/map1,sPREP795,H,3,0.549639,-0.102962,-0.0427932,0.578869,sample,2023-01-18 15:16:25
183,AR_101,8,160.302,3074.03,0.0521473,EXP_025_50_01 Secondary Screen/map1,sPREP795,H,4,0.427498,-0.0515903,-0.0263422,0.664386,sample,2023-01-18 15:16:25
184,AR_101,8,162.794,3146.28,0.0517416,EXP_025_50_01 Secondary Screen/map1,sPREP795,H,5,0.268755,-0.0438967,-0.0169198,0.753576,sample,2023-01-18 15:16:25
185,AR_101,8,121.685,2413.79,0.0504126,EXP_025_50_01 Secondary Screen/map1,sPREP795,H,6,-0.0815296,-0.63094,-0.0750479,0.40182,sample,2023-01-18 15:16:25
186,AR_74,8,1485.73,2557.05,0.581034,EXP_025_50_01 Secondary Screen/map1,sPREP795,H,7,0.319477,3.1172,0.394825,3.12033,sample,2023-01-18 15:16:25
187,AR_74,8,1209.19,2857.27,0.423196,EXP_025_50_01 Secondary Screen/map1,sPREP795,H,8,0.430264,1.06668,0.130319,1.44496,sample,2023-01-18 15:16:25
188,AR_74,8,1386.08,3064.06,0.452366,EXP_025_50_01 Secondary Screen/map1,sPREP795,H,9,0.165904,2.26604,0.290881,2.80129,sample,2023-01-18 15:16:25
189,Rho-pCI,8,451.796,3625.89,0.124603,EXP_025_50_01 Secondary Screen/map1,sPREP795,H,10,0.0547172,-0.0948379,-0.0205875,0.858204,sample,2023-01-18 15:16:25
190,Rho-pCI,8,441.83,3901.19,0.113255,EXP_025_50_01 Secondary Screen/map1,sPREP795,H,11,0.0818755,0.152754,0.00696364,1.06551,sample,2023-01-18 15:16:25
191,Rho-pCI,8,324.734,3721.81,0.0872518,EXP_025_50_01 Secondary Screen/map1,sPREP795,H,12,-0.089312,-0.11837,-0.00287572,0.968093,sample,2023-01-18 15:16:25
192,AR_53,1,213.715,3358.62,0.0636319,EXP_025_50_01 Secondary Screen/map1,sPREP796,A,1,0.947027,1.25128,0.00859971,1.15627,sample,2023-01-18 15:16:25
193,AR_53,1,341.909,2845.83,0.120144,EXP_025_50_01 Secondary Screen/map1,sPREP796,A,2,0.605961,2.94368,0.0712184,2.45565,sample,2023-01-18 15:16:25
194,AR_53,1,465.398,2080.18,0.22373,EXP_025_50_01 Secondary Screen/map1,sPREP796,A,3,0.304639,2.44951,0.139113,2.64403,sample,2023-01-18 15:16:25
195,AR_101,1,657.101,3592.67,0.182901,EXP_025_50_01 Secondary Screen/map1,sPREP796,A,4,0.763994,3.91323,0.117234,2.78529,sample,2023-01-18 15:16:25
196,AR_101,1,217.244,3305.69,0.065718,EXP_025_50_01 Secondary Screen/map1,sPREP796,A,5,0.591836,1.57563,0.0251019,1.61803,sample,2023-01-18 15:16:25
197,AR_101,1,403.066,3068.12,0.131372,EXP_025_50_01 Secondary Screen/map1,sPREP796,A,6,0.248362,2.01377,0.0769553,2.41418,sample,2023-01-18 15:16:25
198,AR_74,1,3950.21,4386.55,0.900527,EXP_025_50_01 Secondary Screen/map1,sPREP796,A,7,0.644714,11.0508,0.777622,7.327,sample,2023-01-18 15:16:25
199,AR_74,1,4077.23,3704.4,1.10065,EXP_025_50_01 Secondary Screen/map1,sPREP796,A,8,0.215305,8.32637,0.957222,7.6741,sample,2023-01-18 15:16:25
200,AR_74,1,3965.5,3061.06,1.29547,EXP_025_50_01 Secondary Screen/map1,sPREP796,A,9,0.409381,8.58659,1.10501,6.80199,sample,2023-01-18 15:16:25
201,Rho-pCI,1,292.513,5583.86,0.0523855,EXP_025_50_01 Secondary Screen/map1,sPREP796,A,10,0.701881,-0.113994,-0.0482389,0.520604,sample,2023-01-18 15:16:25
202,Rho-pCI,1,223.124,8199.63,0.0272115,EXP_025_50_01 Secondary Screen/map1,sPREP796,A,11,1.16536,-0.463648,-0.0826466,0.247696,sample,2023-01-18 15:16:25
203,Rho-pCI,1,213.715,5934.35,0.0360132,EXP_025_50_01 Secondary Screen/map1,sPREP796,A,12,0.683204,-0.33853,-0.0556276,0.392982,sample,2023-01-18 15:16:25
204,AR_53,2,324.268,2929.33,0.110697,EXP_025_50_01 Secondary Screen/map1,sPREP796,B,1,0.809182,1.19316,0.0193806,1.21224,sample,2023-01-18 15:16:25
205,AR_53,2,434.82,4828.78,0.0900476,EXP_025_50_01 Secondary Screen/map1,sPREP796,B,2,1.03586,2.74522,0.0410986,1.83962,sample,2023-01-18 15:16:25
206,AR_53,2,414.826,2197.79,0.188747,EXP_025_50_01 Secondary Screen/map1,sPREP796,B,3,0.623965,2.7239,0.106436,2.29309,sample,2023-01-18 15:16:25
207,AR_101,2,357.198,3203.37,0.111507,EXP_025_50_01 Secondary Screen/map1,sPREP796,B,4,0.553119,1.846,0.0506555,1.83244,sample,2023-01-18 15:16:25
208,AR_101,2,271.344,3382.14,0.0802284,EXP_025_50_01 Secondary Screen/map1,sPREP796,B,5,0.867705,0.976721,0.00442458,1.05837,sample,2023-01-18 15:16:25
209,AR_101,2,264.287,3210.43,0.0823215,EXP_025_50_01 Secondary Screen/map1,sPREP796,B,6,0.612633,1.62161,0.031683,1.62567,sample,2023-01-18 15:16:25
210,AR_74,2,4348.92,3072.82,1.41528,EXP_025_50_01 Secondary Screen/map1,sPREP796,B,7,0.302639,10.318,1.25239,8.68851,sample,2023-01-18 15:16:25
211,AR_74,2,4148.97,4654.71,0.89135,EXP_025_50_01 Secondary Screen/map1,sPREP796,B,8,1.33811,6.47858,0.612677,3.19855,sample,2023-01-18 15:16:25
212,AR_74,2,4057.24,4150.15,0.977612,EXP_025_50_01 Secondary Screen/map1,sPREP796,B,9,1.35138,7.19974,0.697269,3.4872,sample,2023-01-18 15:16:25
213,Rho-pCI,2,388.953,3822.01,0.101766,EXP_025_50_01 Secondary Screen/map1,sPREP796,B,10,0.299,0.0643673,-0.0224337,0.819375,sample,2023-01-18 15:16:25
214,Rho-pCI,2,258.407,6685.91,0.0386494,EXP_025_50_01 Secondary Screen/map1,sPREP796,B,11,1.74534,-0.360762,-0.127339,0.232845,sample,2023-01-18 15:16:25
215,Rho-pCI,2,254.878,6247.21,0.0407988,EXP_025_50_01 Secondary Screen/map1,sPREP796,B,12,19.2962,-0.208244,-1.00505,0.0390101,sample,2023-01-18 15:16:25
216,AR_53,3,207.835,2435.37,0.0853402,EXP_025_50_01 Secondary Screen/map1,sPREP796,C,1,0.51179,0.865735,0.0161898,1.23412,sample,2023-01-18 15:16:25
217,AR_53,3,334.852,2523.58,0.13269,EXP_025_50_01 Secondary Screen/map1,sPREP796,C,2,0.300661,1.32011,0.0583034,1.78379,sample,2023-01-18 15:16:25
218,AR_53,3,406.594,2699.99,0.150591,EXP_025_50_01 Secondary Screen/map1,sPREP796,C,3,0.125509,1.11167,0.0703268,1.8762,sample,2023-01-18 15:16:25
219,AR_101,3,286.633,3042.24,0.0942176,EXP_025_50_01 Secondary Screen/map1,sPREP796,C,4,0.712254,2.13595,0.042774,1.83148,sample,2023-01-18 15:16:25
220,AR_101,3,217.244,2342.45,0.0927418,EXP_025_50_01 Secondary Screen/map1,sPREP796,C,5,0.26965,0.186235,-0.0065215,0.934301,sample,2023-01-18 15:16:25
221,AR_101,3,243.117,2221.32,0.109448,EXP_025_50_01 Secondary Screen/map1,sPREP796,C,6,0.32197,1.05245,0.0389531,1.55257,sample,2023-01-18 15:16:25
222,AR_74,3,3829.07,2478.88,1.54467,EXP_025_50_01 Secondary Screen/map1,sPREP796,C,7,0.318384,7.1656,1.29528,6.19364,sample,2023-01-18 15:16:25
223,AR_74,3,3263.35,3206.9,1.0176,EXP_025_50_01 Secondary Screen/map1,sPREP796,C,8,0.904521,6.30742,0.752387,3.83688,sample,2023-01-18 15:16:25
224,AR_74,3,3774.97,3793.78,0.99504,EXP_025_50_01 Secondary Screen/map1,sPREP796,C,9,1.11286,6.50441,0.714887,3.55177,sample,2023-01-18 15:16:25
225,Rho-pCI,3,264.287,6620.05,0.0399222,EXP_025_50_01 Secondary Screen/map1,sPREP796,C,10,1.77868,-0.163741,-0.0927294,0.300955,sample,2023-01-18 15:16:25
226,Rho-pCI,3,350.142,3997.25,0.0875955,EXP_025_50_01 Secondary Screen/map1,sPREP796,C,11,0.270688,0.0276132,-0.0207201,0.808706,sample,2023-01-18 15:16:25
227,Rho-pCI,3,256.054,4679.41,0.0547194,EXP_025_50_01 Secondary Screen/map1,sPREP796,C,12,0.51761,-0.331576,-0.0695173,0.440445,sample,2023-01-18 15:16:25
228,AR_53,4,180.785,2086.06,0.0866632,EXP_025_50_01 Secondary Screen/map1,sPREP796,D,1,0.645815,0.511222,-0.00771848,0.918221,sample,2023-01-18 15:16:25
229,AR_53,4,211.363,2992.85,0.0706228,EXP_025_50_01 Secondary Screen/map1,sPREP796,D,2,0.484917,0.981071,0.0176873,1.33413,sample,2023-01-18 15:16:25
230,AR_53,4,172.552,3015.19,0.0572276,EXP_025_50_01 Secondary Screen/map1,sPREP796,D,3,0.608648,-0.230708,-0.0624397,0.478223,sample,2023-01-18 15:16:25
231,AR_101,4,126.685,2876.41,0.0440427,EXP_025_50_01 Secondary Screen/map1,sPREP796,D,4,0.692878,0.0911695,-0.0242866,0.644565,sample,2023-01-18 15:16:25
232,AR_101,4,169.024,3044.59,0.0555161,EXP_025_50_01 Secondary Screen/map1,sPREP796,D,5,0.480359,0.35945,-0.00493758,0.918325,sample,2023-01-18 15:16:25
233,AR_101,4,160.791,2969.32,0.0541508,EXP_025_50_01 Secondary Screen/map1,sPREP796,D,6,0.953044,0.613807,-0.011383,0.826304,sample,2023-01-18 15:16:25
234,AR_74,4,3430.36,3619.72,0.947688,EXP_025_50_01 Secondary Screen/map1,sPREP796,D,7,0.462997,7.68813,0.788106,5.93858,sample,2023-01-18 15:16:25
235,AR_74,4,3987.84,3837.3,1.03923,EXP_025_50_01 Secondary Screen/map1,sPREP796,D,8,1.15403,6.78204,0.751578,3.61278,sample,2023-01-18 15:16:25
236,AR_74,4,3236.3,2423.61,1.33532,EXP_025_50_01 Secondary Screen/map1,sPREP796,D,9,0.38609,5.91886,1.06781,4.99164,sample,2023-01-18 15:16:25
237,Rho-pCI,4,353.67,5024.02,0.0703958,EXP_025_50_01 Secondary Screen/map1,sPREP796,D,10,0.92533,0.0524995,-0.0583788,0.546659,sample,2023-01-18 15:16:25
238,Rho-pCI,4,250.174,4286.58,0.0583621,EXP_025_50_01 Secondary Screen/map1,sPREP796,D,11,0.464505,-0.346927,-0.072514,0.445934,sample,2023-01-18 15:16:25
239,Rho-pCI,4,327.796,4832.31,0.0678342,EXP_025_50_01 Secondary Screen/map1,sPREP796,D,12,0.519104,0.257085,-0.014139,0.827517,sample,2023-01-18 15:16:25
240,AR_53,5,281.135,3092.71,0.0909024,EXP_025_50_01 Secondary Screen/map1,sPREP796,E,1,0.404489,0.431241,0.0016991,1.01905,sample,2023-01-18 15:16:25
241,AR_53,5,193.936,2524.66,0.0768166,EXP_025_50_01 Secondary Screen/map1,sPREP796,E,2,0.327511,-0.35316,-0.0808341,0.487258,sample,2023-01-18 15:16:25
242,AR_53,5,245.01,3432.8,0.0713732,EXP_025_50_01 Secondary Screen/map1,sPREP796,E,3,0.973032,0.0766349,-0.0594247,0.545675,sample,2023-01-18 15:16:25
243,AR_101,5,253.73,3150.02,0.0805487,EXP_025_50_01 Secondary Screen/map1,sPREP796,E,4,0.751559,0.0969387,-0.048069,0.626264,sample,2023-01-18 15:16:25
244,AR_101,5,245.01,2788.76,0.0878563,EXP_025_50_01 Secondary Screen/map1,sPREP796,E,5,0.479947,0.239469,-0.0170456,0.837509,sample,2023-01-18 15:16:25
245,AR_101,5,188.953,2924.54,0.0646096,EXP_025_50_01 Secondary Screen/map1,sPREP796,E,6,0.165288,-0.141495,-0.023088,0.736732,sample,2023-01-18 15:16:25
246,AR_74,5,3414.11,2695.33,1.26668,EXP_025_50_01 Secondary Screen/map1,sPREP796,E,7,0.630903,8.23782,1.04305,5.66424,sample,2023-01-18 15:16:25
247,AR_74,5,2956.93,4058.16,0.728638,EXP_025_50_01 Secondary Screen/map1,sPREP796,E,8,0.74425,4.32598,0.490011,3.05345,sample,2023-01-18 15:16:25
248,AR_74,5,3151.26,4226.33,0.745626,EXP_025_50_01 Secondary Screen/map1,sPREP796,E,9,0.678159,5.08565,0.540015,3.62639,sample,2023-01-18 15:16:25
249,Rho-pCI,5,423.145,4718.4,0.0896797,EXP_025_50_01 Secondary Screen/map1,sPREP796,E,10,0.676956,0.250291,-0.0306035,0.745572,sample,2023-01-18 15:16:25
250,Rho-pCI,5,337.191,4917.72,0.0685666,EXP_025_50_01 Secondary Screen/map1,sPREP796,E,11,1.31717,-0.285198,-0.153706,0.30848,sample,2023-01-18 15:16:25
251,Rho-pCI,5,406.951,3240.95,0.125565,EXP_025_50_01 Secondary Screen/map1,sPREP796,E,12,0.0637867,0.0155432,-0.00596498,0.954649,sample,2023-01-18 15:16:25
252,AR_53,6,134.142,2834.85,0.0473191,EXP_025_50_01 Secondary Screen/map1,sPREP796,F,1,0.445174,-0.303844,-0.0509123,0.481711,sample,2023-01-18 15:16:25
253,AR_53,6,164.039,2249.36,0.0729272,EXP_025_50_01 Secondary Screen/map1,sPREP796,F,2,0.171243,-0.283094,-0.0462174,0.61209,sample,2023-01-18 15:16:25
254,AR_53,6,186.462,2370.19,0.0786695,EXP_025_50_01 Secondary Screen/map1,sPREP796,F,3,0.212147,-0.306003,-0.0587359,0.572536,sample,2023-01-18 15:16:25
255,AR_101,6,198.919,3040.39,0.0654254,EXP_025_50_01 Secondary Screen/map1,sPREP796,F,4,0.659565,-0.0184406,-0.0451922,0.591456,sample,2023-01-18 15:16:25
256,AR_101,6,232.553,3096.45,0.075103,EXP_025_50_01 Secondary Screen/map1,sPREP796,F,5,1.16207,0.642128,-0.0237798,0.759516,sample,2023-01-18 15:16:25
257,AR_101,6,182.725,3214.79,0.0568387,EXP_025_50_01 Secondary Screen/map1,sPREP796,F,6,0.877304,0.0653668,-0.0433179,0.567498,sample,2023-01-18 15:16:25
258,AR_74,6,2782.53,2716.5,1.0243,EXP_025_50_01 Secondary Screen/map1,sPREP796,F,7,0.81018,5.21018,0.725734,3.4307,sample,2023-01-18 15:16:25
259,AR_74,6,2169.63,3162.47,0.686055,EXP_025_50_01 Secondary Screen/map1,sPREP796,F,8,0.322453,3.01604,0.460142,3.03681,sample,2023-01-18 15:16:25
260,AR_74,6,2596.91,3399.16,0.763986,EXP_025_50_01 Secondary Screen/map1,sPREP796,F,9,0.727371,3.31004,0.457797,2.49515,sample,2023-01-18 15:16:25
261,Rho-pCI,6,374.563,4984.99,0.0751381,EXP_025_50_01 Secondary Screen/map1,sPREP796,F,10,0.515981,-0.122562,-0.0546807,0.578792,sample,2023-01-18 15:16:25
262,Rho-pCI,6,384.528,4993.71,0.0770025,EXP_025_50_01 Secondary Screen/map1,sPREP796,F,11,0.63709,-0.180523,-0.0768273,0.50057,sample,2023-01-18 15:16:25
263,Rho-pCI,6,284.872,5891.9,0.0483498,EXP_025_50_01 Secondary Screen/map1,sPREP796,F,12,0.995938,-0.384735,-0.108498,0.308259,sample,2023-01-18 15:16:25
264,AR_53,7,190.199,3166.21,0.0600715,EXP_025_50_01 Secondary Screen/map1,sPREP796,G,1,0.302975,-0.150263,-0.0320413,0.652151,sample,2023-01-18 15:16:25
265,AR_53,7,210.13,3244.69,0.0647612,EXP_025_50_01 Secondary Screen/map1,sPREP796,G,2,0.613131,-0.0231636,-0.0421843,0.605553,sample,2023-01-18 15:16:25
266,AR_53,7,207.639,2540.86,0.08172,EXP_025_50_01 Secondary Screen/map1,sPREP796,G,3,0.223066,0.0706557,-0.011633,0.875387,sample,2023-01-18 15:16:25
267,AR_101,7,170.268,3681.94,0.046244,EXP_025_50_01 Secondary Screen/map1,sPREP796,G,4,0.718747,0.0621675,-0.0285858,0.617989,sample,2023-01-18 15:16:25
268,AR_101,7,227.57,3243.45,0.070163,EXP_025_50_01 Secondary Screen/map1,sPREP796,G,5,1.03783,0.129883,-0.0563813,0.554454,sample,2023-01-18 15:16:25
269,AR_101,7,238.781,2575.74,0.092704,EXP_025_50_01 Secondary Screen/map1,sPREP796,G,6,1.02381,0.513086,-0.0312912,0.747642,sample,2023-01-18 15:16:25
270,AR_74,7,2245.62,5340.03,0.420526,EXP_025_50_01 Secondary Screen/map1,sPREP796,G,7,1.30385,2.78174,0.16434,1.64149,sample,2023-01-18 15:16:25
271,AR_74,7,2476.08,4759.51,0.520238,EXP_025_50_01 Secondary Screen/map1,sPREP796,G,8,1.12536,3.81651,0.290675,2.26621,sample,2023-01-18 15:16:25
272,AR_74,7,2188.32,2938.24,0.744771,EXP_025_50_01 Secondary Screen/map1,sPREP796,G,9,0.254833,3.75188,0.548098,3.78686,sample,2023-01-18 15:16:25
273,Rho-pCI,7,449.305,5637.76,0.0796955,EXP_025_50_01 Secondary Screen/map1,sPREP796,G,10,1.16472,0.0618222,-0.0827783,0.490513,sample,2023-01-18 15:16:25
274,Rho-pCI,7,398.231,3917.39,0.101657,EXP_025_50_01 Secondary Screen/map1,sPREP796,G,11,0.0227669,-0.0303321,-0.00556675,0.948083,sample,2023-01-18 15:16:25
275,Rho-pCI,7,332.209,5467.1,0.0607651,EXP_025_50_01 Secondary Screen/map1,sPREP796,G,12,-0.09319,-0.250222,-0.0127265,0.82683,sample,2023-01-18 15:16:25
276,AR_53,8,181.479,2608.13,0.0695822,EXP_025_50_01 Secondary Screen/map1,sPREP796,H,1,0.312918,-0.125987,-0.0349422,0.665703,sample,2023-01-18 15:16:25
277,AR_53,8,228.816,3338.12,0.0685462,EXP_025_50_01 Secondary Screen/map1,sPREP796,H,2,0.803681,-0.11556,-0.0712434,0.490353,sample,2023-01-18 15:16:25
278,AR_53,8,256.221,2246.87,0.114035,EXP_025_50_01 Secondary Screen/map1,sPREP796,H,3,0.258079,0.411849,0.01242,1.12223,sample,2023-01-18 15:16:25
279,AR_101,8,154.074,4084.32,0.0377232,EXP_025_50_01 Secondary Screen/map1,sPREP796,H,4,0.896651,-0.0884405,-0.0407662,0.480615,sample,2023-01-18 15:16:25
280,AR_101,8,155.319,2849.8,0.0545019,EXP_025_50_01 Secondary Screen/map1,sPREP796,H,5,0.149197,-0.0877934,-0.0141595,0.793778,sample,2023-01-18 15:16:25
281,AR_101,8,180.233,3907.42,0.0461259,EXP_025_50_01 Secondary Screen/map1,sPREP796,H,6,0.486811,-0.45337,-0.0793346,0.367653,sample,2023-01-18 15:16:25
282,AR_74,8,1866.92,3331.89,0.560319,EXP_025_50_01 Secondary Screen/map1,sPREP796,H,7,0.719307,4.17354,0.374109,3.00908,sample,2023-01-18 15:16:25
283,AR_74,8,2068.73,5627.8,0.367591,EXP_025_50_01 Secondary Screen/map1,sPREP796,H,8,1.81711,2.53577,0.0747143,1.2551,sample,2023-01-18 15:16:25
284,AR_74,8,1672.59,3051.6,0.548102,EXP_025_50_01 Secondary Screen/map1,sPREP796,H,9,0.161164,2.94116,0.386617,3.39414,sample,2023-01-18 15:16:25
285,Rho-pCI,8,267.432,4729.61,0.0565442,EXP_025_50_01 Secondary Screen/map1,sPREP796,H,10,0.375775,-0.464206,-0.0886462,0.389449,sample,2023-01-18 15:16:25
286,Rho-pCI,8,350.894,5012.4,0.0700053,EXP_025_50_01 Secondary Screen/map1,sPREP796,H,11,0.390033,-0.0845022,-0.0362863,0.658616,sample,2023-01-18 15:16:25
287,Rho-pCI,8,319.752,6922.15,0.0461926,EXP_025_50_01 Secondary Screen/map1,sPREP796,H,12,0.693778,-0.131897,-0.043935,0.512524,sample,2023-01-18 15:16:25
288,AR_53,1,247.822,2318.93,0.106869,EXP_025_50_01 Secondary Screen/map1,sPREP797,A,1,0.34431,1.61056,0.0518367,1.94193,sample,2023-01-18 15:16:25
289,AR_53,1,394.833,2428.31,0.162596,EXP_025_50_01 Secondary Screen/map1,sPREP797,A,2,0.370346,3.55413,0.11367,3.32334,sample,2023-01-18 15:16:25
290,AR_53,1,497.153,2457.71,0.202283,EXP_025_50_01 Secondary Screen/map1,sPREP797,A,3,0.541417,2.68487,0.117666,2.39057,sample,2023-01-18 15:16:25
291,AR_101,1,334.852,4740.57,0.0706355,EXP_025_50_01 Secondary Screen/map1,sPREP797,A,4,1.32761,1.50373,0.00496872,1.07567,sample,2023-01-18 15:16:25
292,AR_101,1,419.531,2414.2,0.173777,EXP_025_50_01 Secondary Screen/map1,sPREP797,A,5,0.162542,3.97395,0.13316,4.27851,sample,2023-01-18 15:16:25
293,AR_101,1,426.587,3228.07,0.132149,EXP_025_50_01 Secondary Screen/map1,sPREP797,A,6,0.313444,2.18965,0.0777324,2.42846,sample,2023-01-18 15:16:25
294,AR_74,1,4579.44,2333.05,1.96286,EXP_025_50_01 Secondary Screen/map1,sPREP797,A,7,-0.125237,12.9704,1.83995,15.9705,sample,2023-01-18 15:16:25
295,AR_74,1,5332.17,2345.98,2.27289,EXP_025_50_01 Secondary Screen/map1,sPREP797,A,8,-0.230352,11.1969,2.12947,15.8474,sample,2023-01-18 15:16:25
296,AR_74,1,5162.8,3776.14,1.36722,EXP_025_50_01 Secondary Screen/map1,sPREP797,A,9,0.73862,11.4811,1.17676,7.17872,sample,2023-01-18 15:16:25
297,Rho-pCI,1,333.676,4732.34,0.0705099,EXP_025_50_01 Secondary Screen/map1,sPREP797,A,10,0.442348,0.0106869,-0.0301145,0.700723,sample,2023-01-18 15:16:25
298,Rho-pCI,1,280.752,4862.89,0.0577337,EXP_025_50_01 Secondary Screen/map1,sPREP797,A,11,0.284193,-0.325119,-0.0521244,0.52553,sample,2023-01-18 15:16:25
299,Rho-pCI,1,287.809,3965.5,0.0725782,EXP_025_50_01 Secondary Screen/map1,sPREP797,A,12,0.124764,-0.109203,-0.0190626,0.791986,sample,2023-01-18 15:16:25
300,AR_53,2,348.965,3045.77,0.114574,EXP_025_50_01 Secondary Screen/map1,sPREP797,B,1,0.881093,1.3602,0.0232577,1.25469,sample,2023-01-18 15:16:25
301,AR_53,2,526.555,2443.6,0.215483,EXP_025_50_01 Secondary Screen/map1,sPREP797,B,2,0.0302475,3.53536,0.166534,4.4022,sample,2023-01-18 15:16:25
302,AR_53,2,518.322,1981.39,0.261595,EXP_025_50_01 Secondary Screen/map1,sPREP797,B,3,0.464062,3.65299,0.179284,3.17813,sample,2023-01-18 15:16:25
303,AR_101,2,330.148,3336.27,0.0989572,EXP_025_50_01 Secondary Screen/map1,sPREP797,B,4,0.617555,1.63048,0.0381057,1.62621,sample,2023-01-18 15:16:25
304,AR_101,2,448.933,4674.7,0.0960345,EXP_025_50_01 Secondary Screen/map1,sPREP797,B,5,1.58149,2.27045,0.0202308,1.26688,sample,2023-01-18 15:16:25
305,AR_101,2,557.133,2358.92,0.236182,EXP_025_50_01 Secondary Screen/map1,sPREP797,B,6,0.184912,4.52652,0.185543,4.66408,sample,2023-01-18 15:16:25
306,AR_74,2,5088.7,3258.65,1.5616,EXP_025_50_01 Secondary Screen/map1,sPREP797,B,7,0.381415,12.2433,1.39871,9.58675,sample,2023-01-18 15:16:25
307,AR_74,2,5084,3870.23,1.31362,EXP_025_50_01 Secondary Screen/map1,sPREP797,B,8,0.94406,8.16397,1.03494,4.71383,sample,2023-01-18 15:16:25
308,AR_74,2,4848.77,3119.87,1.55416,EXP_025_50_01 Secondary Screen/map1,sPREP797,B,9,0.767644,8.79945,1.27382,5.54379,sample,2023-01-18 15:16:25
